SerialNo,ObserveDate,County,Township,Location,WGS84Lon,WGS84Lat,Family,ScienceName,CommonName
3709,2013-10-20,嘉義縣,六腳鄉,,120.304535,23.482574,Muridae 鼠科,Rattus norvegicus,溝鼠
3708,2013-10-20,嘉義縣,新港鄉,,120.351349,23.512052,Muridae 鼠科,Rattus losea,小黃腹鼠
3707,2013-10-20,台南市,七股區,七股海堤防汛道路,120.044786,23.071421,Pycnonotidae 鵯科,Pycnonotus sinensis,白頭翁
3706,2013-10-20,嘉義縣,新港鄉,,120.37062,23.55612,Pycnonotidae 鵯科,Pycnonotus sinensis,白頭翁
3705,2013-10-20,彰化縣,和美鎮,國3和美交流道,,,Colubridae 黃頷蛇科,Ptyas mucosus,南蛇
3704,2013-10-20,台東縣,池上鄉,台20甲 4.4K,121.201778,23.127694,Colubridae 黃頷蛇科,Ptyas mucosus,南蛇
3703,2013-10-20,台東縣,海端鄉,台20線 201.537K,121.151,23.129667,Viperidae 蝮蛇科,Protobothrops mucrosquamatus,龜殼花
3702,2013-10-20,嘉義縣,六腳鄉,,120.315049,23.504693,Passeridae 麻雀科,Passer montanus,麻雀
3701,2013-10-20,雲林縣,斗南鎮,,120.510695,23.656815,Colubridae 黃頷蛇科,Orthriophis taeniurus friesei,台灣黑眉錦蛇
3700,2013-10-20,嘉義縣,六腳鄉,,120.320456,23.50552,Muridae 鼠科,Mus sp.,小鼠屬
3699,2013-10-20,台南市,六甲區,中社,120.335299,23.242569,Geoemydidae 地龜科,Mauremys sinensis,斑龜
3698,2013-10-20,,,,120.782784,23.964431,Leporidae 兔科,Lepus sinensis formosus,台灣野兔
3697,2013-10-20,雲林縣,斗南鎮,,120.497355,23.662413,Ranidae 赤蛙科,Hylarana guentheri,貢德氏赤蛙
3696,2013-10-20,雲林縣,斗南鎮,,120.497355,23.662413,Hirundinidae 燕科,Hirundo tahitica,洋燕
3695,2013-10-20,台南市,官田區,區裕隆路,120.327231,23.186365,Scincidae 石龍子科,Eutropis multifasciata,多線真稜蜥
3694,2013-10-20,台南市,六甲區,工研路,120.36753,23.229876,Colubridae 黃頷蛇科,Elaphe carinata,王錦蛇
3693,2013-10-20,雲林縣,斗南鎮,,120.504383,23.662746,Colubridae 黃頷蛇科,Elaphe carinata,王錦蛇
3692,2013-10-20,嘉義縣,民雄鄉,,120.401474,23.558873,Bufonidae 蟾蜍科,Duttaphrynus melanosticus,黑眶蟾蜍
3691,2013-10-20,嘉義縣,新港鄉,,120.362814,23.551241,Bufonidae 蟾蜍科,Duttaphrynus melanosticus,黑眶蟾蜍
3690,2013-10-20,嘉義縣,新港鄉,,120.357836,23.546914,Bufonidae 蟾蜍科,Duttaphrynus melanosticus,黑眶蟾蜍
3689,2013-10-20,台南市,六甲區,工研路,120.370062,23.233706,Colubridae 黃頷蛇科,Dinodon rufozonatum rufozonatum,紅斑蛇
3688,2013-10-20,台南市,六甲區,工研路,120.369252,23.232089,Soricidae 尖鼠科,Crocidura tanakae,灰麝鼩
3687,2013-10-20,,,,120.782784,23.964431,,Candidiopotamon rathbunae,拉氏明溪蟹
3686,2013-10-20,,,,120.883661,23.619722,Elapidae 蝙蝠蛇科,Bungarus multicincintus multicincintus,雨傘節
3685,2013-10-20,屏東縣,枋寮鄉,縣道185 66K,120.795011,24.240288,Elapidae 蝙蝠蛇科,Bungarus multicincintus multicincintus,雨傘節
3684,2013-10-20,南投縣,集集鎮,鎮國寺(世界和平塔,120.79989,23.84192,Colubridae 黃頷蛇科,Boiga kraepelini,大頭蛇
3683,2013-10-20,嘉義縣,六腳鄉,,120.318611,23.505677,Muridae 鼠科,Bandicota indica,鬼鼠
3682,2013-10-20,嘉義縣,民雄鄉,,120.387655,23.557772,Sturnidae 椋鳥科,Acridotheres javanicus,白尾八哥
3681,2013-10-19,台南市,安南區,安明路,,,Soricidae 尖鼠科,Suncus murinus,臭鼩
3680,2013-10-19,,,,120.336606,23.244336,Columbidae 鳩鴿科,Streptopelia tranquebarica,紅鳩
3679,2013-10-19,屏東縣,牡丹鄉,旭海村,,,,Sesarmops impressum,印痕仿相手蟹
3678,2013-10-19,台東縣,池上鄉,福文村,121.20725,23.138361,Colubridae 黃頷蛇科,Ptyas mucosus,南蛇
3677,2013-10-19,,,,120.532387,23.184807,Viperidae 蝮蛇科,Protobothrops mucrosquamatus,龜殼花
3676,2013-10-19,南投縣,魚池鄉,三育基督學院,,,Passeridae 麻雀科,Passer montanus,麻雀
3675,2013-10-19,南投縣,信義鄉,信義幹 14 K8160 HC22,120.866059,23.774119,Mustelidae 貂科,Melogale moschata subaurantiaca,鼬獾
3674,2013-10-19,新北市,,台2丙 15.5K,,,Ranidae 赤蛙科,Hylarana latouchii,拉都希氏赤蛙
3673,2013-10-19,台東縣,海端鄉,台20線 187.6K,121.053604,23.159086,Ranidae 赤蛙科,Hylarana guentheri,貢德氏赤蛙
3672,2013-10-19,,,,121.84635,25.034662,Ranidae 赤蛙科,Hylarana guentheri,貢德氏赤蛙
3671,2013-10-19,新北市,,台2丙 17.5K,,,Dicroglossidae 叉舌蛙科,Fejervarya limnocharis,澤蛙
3670,2013-10-19,台東縣,海端鄉,台20線 187.6K,121.053665,23.15903,Colubridae 黃頷蛇科,Dinodon rufozonatum rufozonatum,紅斑蛇
3669,2013-10-19,新北市,石門區,,121.565937,25.253025,Colubridae 黃頷蛇科,Cyclophiops major,青蛇
3668,2013-10-19,新北市,,台2丙,121.903522,25.020784,Bufonidae 蟾蜍科,Bufo bankorensis,盤古蟾蜍
3667,2013-10-19,台東縣,海端鄉,台20線 188.1K,121.057632,23.158163,Colubridae 黃頷蛇科,Boiga kraepelini,大頭蛇
3666,2013-10-19,,,,121.679052,25.010513,Colubridae 黃頷蛇科,Boiga kraepelini,大頭蛇
3665,2013-10-18,,,,120.062882,23.082392,Soricidae 尖鼠科,Suncus murinus,臭鼩
3664,2013-10-18,,,,120.04545,23.079167,Soricidae 尖鼠科,Suncus murinus,臭鼩
3663,2013-10-18,,,,120.068238,23.084049,,Russula rubescens,凶狠圓軸蟹
