SerialNo,ObserveDate,County,Township,Location,WGS84Lon,WGS84Lat,Family,ScienceName,CommonName
4443,2013-12-04,嘉義縣,新港鄉,台37線,120.329536,23.552768,Columbidae 鳩鴿科,Streptopelia tranquebarica,紅鳩
4442,2013-12-04,嘉義縣,新港鄉,台37線,120.327811,23.537196,Columbidae 鳩鴿科,Streptopelia tranquebarica,紅鳩
4441,2013-12-04,嘉義縣,新港鄉,台37線,120.327172,23.526381,Columbidae 鳩鴿科,Streptopelia tranquebarica,紅鳩
4440,2013-12-04,嘉義縣,太保市,台37線,120.324981,23.481196,Columbidae 鳩鴿科,Streptopelia tranquebarica,紅鳩
4439,2013-12-04,台中市,新社區,,120.86334,24.15912,Viperidae 蝮蛇科,Protobothrops mucrosquamatus,龜殼花
4438,2013-12-04,嘉義縣,新港鄉,鄉道「嘉74」,120.330946,23.570617,Cisticolidae 扇尾鶯科,Prinia inornata,褐頭鷦鶯
4437,2013-12-04,台南市,南化區,福吉路 79號,,,Vespertilionidae 蝙蝠科,Pipistrellus abramus,東亞家蝠
4436,2013-12-04,嘉義縣,新港鄉,台37線,120.327323,23.529175,Passeridae 麻雀科,Passer montanus,麻雀
4435,2013-12-04,嘉義縣,太保市,台37線,120.325304,23.48732,Passeridae 麻雀科,Passer montanus,麻雀
4434,2013-12-04,嘉義縣,太保市,,120.325177,23.484629,Passeridae 麻雀科,Passer montanus,麻雀
4433,2013-12-04,新北市,新店區,,121.5752,24.95149,Mustelidae 貂科,Melogale moschata subaurantiaca,鼬獾
4432,2013-12-04,台中市,和平區,,120.92807,24.17921,Mustelidae 貂科,Melogale moschata subaurantiaca,鼬獾
4431,2013-12-04,屏東縣,滿州鄉,,120.92251,22.1,Megalaimidae 鬚鴷科,Megalaima nuchalis,五色鳥
4430,2013-12-04,,,森林公園,121.161243,22.76838,Laniidae 伯勞科,Lanius cristatus,紅尾伯勞
4429,2013-12-04,嘉義縣,太保市,台37線,120.325267,23.485195,Laniidae 伯勞科,Lanius cristatus,紅尾伯勞
4428,2013-12-04,嘉義縣,新港鄉,台37線,120.327926,23.540483,Hirundinidae 燕科,Hirundo rustica,家燕
4427,2013-12-04,台南市,後壁區,,120.318606,23.350268,Dicruridae 卷尾科,Dicrurus macrocercus,大卷尾
4426,2013-12-04,台中市,新社區,,120.86963,24.14734,Colubridae 黃頷蛇科,Cyclophiops major,青蛇
4425,2013-12-04,新竹縣,峨眉鄉,舊中豐公路,121.017574,24.68937,Soricidae 尖鼠科,Crocidura tadae,長尾麝鼩
4424,2013-12-04,台南市,台南市,大同路二段157號,,,Columbidae 鳩鴿科,Columba livia,野鴿
4423,2013-12-04,嘉義縣,太保市,,120.323779,23.454723,Columbidae 鳩鴿科,Columba livia,野鴿
4422,2013-12-04,嘉義縣,太保市,,120.323552,23.451313,Columbidae 鳩鴿科,Columba livia,野鴿
4421,2013-12-04,嘉義縣,太保市,,120.32307,23.443289,Hirundinidae 燕科,Cecropis striolata,赤腰燕
4420,2013-12-04,台中市,東勢區,,120.86259,24.16394,Sciuridae 松鼠科,Callosciurus erythraeus thaiwanensis,赤腹松鼠
4419,2013-12-04,嘉義縣,新港鄉,台37線,120.327153,23.525508,Sturnidae 椋鳥科,Acridotheres javanicus,白尾八哥
4418,2013-12-04,嘉義縣,太保市,,120.323403,23.451987,Sturnidae 椋鳥科,Acridotheres javanicus,白尾八哥
4417,2013-12-03,台東縣,太麻里鄉,大溪,120.901534,22.458549,Viperidae 蝮蛇科,Protobothrops mucrosquamatus,龜殼花
4416,2013-12-03,彰化縣,埤頭鄉,,120.493642,23.878951,Viverridae 靈貓科,Paguma larvata taivana,白鼻心
4415,2013-12-03,屏東縣,滿州鄉,九棚村,,,Colubridae 黃頷蛇科,Oligodon formosanus,赤背松柏根
4414,2013-12-03,台東縣,池上鄉,福文村,121.207361,23.136556,Viperidae 蝮蛇科,Daboia siamensis,鎖鍊蛇
4413,2013-12-02,嘉義縣,民雄鄉,,120.4147,23.568717,Columbidae 鳩鴿科,Streptopelia tranquebarica,紅鳩
4412,2013-12-02,台南市,六甲區,,120.33707,23.244572,Columbidae 鳩鴿科,Streptopelia tranquebarica,紅鳩
4411,2013-12-02,嘉義縣,番路鄉,,120.60935,23.444183,Pareatidae 鈍頭蛇科,Pareas formosensis,台灣鈍頭蛇
4410,2013-12-02,屏東縣,牡丹鄉,高士村,,,Colubridae 黃頷蛇科,Oligodon formosanus,赤背松柏根
4409,2013-12-02,台南市,新營區,,120.291459,23.294919,Ardeidae 鷺科,Ixobrychus cinnamomeus,栗小鷺
4408,2013-12-02,嘉義縣,溪口鄉,,120.408783,23.586033,Hirundinidae 燕科,Hirundo tahitica,洋燕
4407,2013-12-02,屏東縣,,縣道200 32.5K,,,Colubridae 黃頷蛇科,Dinodon rufozonatum rufozonatum,紅斑蛇
4406,2013-12-02,嘉義縣,番路鄉,,120.60935,23.444183,Colubridae 黃頷蛇科,Boiga kraepelini,大頭蛇
4405,2013-12-01,台南市,柳營區,柳營區,120.322349,23.264761,Columbidae 鳩鴿科,Streptopelia tranquebarica,紅鳩
4404,2013-12-01,,,,120.135528,23.003694,Muridae 鼠科,Rattus losea,小黃腹鼠
4403,2013-12-01,嘉義縣,竹崎鄉,,120.588667,23.474367,Motacillidae 鶺鴒科,Motacilla cinerea,灰鶺鴒
4402,2013-12-01,台東縣,池上鄉,大坡池風景區,121.226361,23.116167,Mustelidae 貂科,Melogale moschata subaurantiaca,鼬獾
4401,2013-12-01,,,台九線 183-184k,,,Laniidae 伯勞科,Lanius cristatus,紅尾伯勞
4400,2013-12-01,台南市,柳營區,柳營區,120.322363,23.265477,Hirundinidae 燕科,Hirundo tahitica,洋燕
4399,2013-12-01,花蓮縣,豐濱鄉,,121.526832,23.589337,Cuculidae 杜鵑科,Centropus bengalensis,番鵑
4398,2013-11-30,宜蘭縣,,壯圍鄉 蘭陽溪口,,,Emydidae 澤龜科,Trachemys scripta elegans,紅耳龜
4397,2013-11-30,嘉義縣,竹崎鄉,,120.58725,23.482817,Colubridae 黃頷蛇科,Oreocryptophis porphyraceus kawakami,紅竹蛇
4396,2013-11-30,台南市,六甲區,,120.321437,23.250333,Geoemydidae 地龜科,Mauremys sinensis,斑龜
4395,2013-11-30,台北市,,富陽生態公園,,,Ranidae 赤蛙科,Hylarana latouchii,拉都希氏赤蛙
4394,2013-11-30,高雄市,桃源區,藤枝森林遊樂區,120.756866,23.070355,Soricidae 尖鼠科,Crocidura tadae,長尾麝鼩
4393,2013-11-30,花蓮縣,新城鄉,,121.604413,24.039412,Muridae 鼠科,Bandicota indica,鬼鼠
4392,2013-11-30,嘉義縣,竹崎鄉,,120.578367,23.47885,Colubridae 黃頷蛇科,Amphiesma stolatum,花浪蛇
4391,2013-11-29,南投縣,仁愛鄉,奧萬大森林遊樂區,121.182383,23.951104,Turdidae 鶇科,Turdus obscurus,白眉鶇
4390,2013-11-29,,,,120.806027,23.829791,Strigidae 鴟鴞科,Otus spilocephalus,黃嘴角鴞
4389,2013-11-28,台南市,柳營區,柳營火車站,120.322601,23.277881,Columbidae 鳩鴿科,Streptopelia tranquebarica,紅鳩
4388,2013-11-28,台南市,柳營區,柳營火車站,120.322601,23.277881,Columbidae 鳩鴿科,Streptopelia tranquebarica,紅鳩
4387,2013-11-28,台南市,柳營區,柳營火車站,120.322547,23.276794,Columbidae 鳩鴿科,Streptopelia tranquebarica,紅鳩
4386,2013-11-28,台南市,柳營區,柳營火車站,120.322525,23.276404,Columbidae 鳩鴿科,Streptopelia tranquebarica,紅鳩
4385,2013-11-28,新北市,三峽區,柳營火車站,,,Ardeidae 鷺科,Gorsachius melanolophus,黑冠麻鷺
4384,2013-11-28,,,,120.66784,23.95046,Accipitridae 鷹科,Accipiter trivirgatus,鳳頭蒼鷹
4383,2013-11-27,台北市,,內湖區內溝里,,,Colubridae 黃頷蛇科,Xenochrophis piscator,草花蛇
4382,2013-11-27,屏東縣,牡丹鄉,高士村下部落的道路,,,Colubridae 黃頷蛇科,Cyclophiops major,青蛇
4381,2013-11-27,屏東縣,滿州鄉,縣道200  21K,,,Colubridae 黃頷蛇科,Amphiesma stolatum,花浪蛇
4380,2013-11-26,嘉義縣,民雄鄉,,120.453767,23.568883,Turnicidae 三趾鶉科,Turnix suscitator,棕三趾鶉
4379,2013-11-26,屏東縣,牡丹鄉,高士村上部落,,,Viperidae 蝮蛇科,Trimeresurus stejnegeri stejnegeri,赤尾青竹絲
4378,2013-11-26,嘉義縣,民雄鄉,,120.464067,23.570733,Emydidae 澤龜科,Trachemys scripta elegans,紅耳龜
4377,2013-11-26,嘉義縣,大林鎮,,120.49245,23.5891,Soricidae 尖鼠科,Suncus murinus,臭鼩
4376,2013-11-26,嘉義縣,大林鎮,,120.488717,23.57445,Soricidae 尖鼠科,Suncus murinus,臭鼩
4375,2013-11-26,宜蘭縣,,"龜山島,環湖路",,,Columbidae 鳩鴿科,Streptopelia orientalis,金背鳩
4374,2013-11-26,宜蘭縣,,"龜山島,環湖路",,,Columbidae 鳩鴿科,Streptopelia orientalis,金背鳩
4373,2013-11-26,嘉義縣,大林鎮,,120.49245,23.5891,Cisticolidae 扇尾鶯科,Prinia inornata,褐頭鷦鶯
4372,2013-11-26,屏東縣,滿州鄉,九棚村南仁路,120.891218,22.08796,Colubridae 黃頷蛇科,Orthriophis taeniurus friesei,台灣黑眉錦蛇
4371,2013-11-26,嘉義縣,大林鎮,,120.511783,23.570483,Colubridae 黃頷蛇科,Orthriophis taeniurus friesei,台灣黑眉錦蛇
4370,2013-11-26,嘉義縣,大林鎮,,120.492833,23.579417,Colubridae 黃頷蛇科,Orthriophis taeniurus friesei,台灣黑眉錦蛇
4369,2013-11-26,嘉義縣,大林鎮,,120.521383,23.566983,Colubridae 黃頷蛇科,Orthriophis taeniurus friesei,台灣黑眉錦蛇
4368,2013-11-26,嘉義縣,大林鎮,,120.513433,23.56325,,Nanhaipotamon formosanum,台灣南海溪蟹
4367,2013-11-26,嘉義縣,大林鎮,,120.49245,23.5891,Geoemydidae 地龜科,Mauremys sinensis,斑龜
4366,2013-11-26,嘉義縣,大林鎮,,120.521383,23.566983,Laniidae 伯勞科,Lanius cristatus,紅尾伯勞
4365,2013-11-26,嘉義縣,大林鎮,,120.514083,23.5625,Ranidae 赤蛙科,Hylarana latouchii,拉都希氏赤蛙
4364,2013-11-26,嘉義縣,大林鎮,,120.514083,23.5625,Ranidae 赤蛙科,Hylarana latouchii,拉都希氏赤蛙
4363,2013-11-26,嘉義縣,大林鎮,,120.512367,23.566667,Ranidae 赤蛙科,Hylarana latouchii,拉都希氏赤蛙
4362,2013-11-26,嘉義縣,大林鎮,,120.521383,23.566983,Scincidae 石龍子科,Eutropis multifasciata,多線真稜蜥
4361,2013-11-26,嘉義縣,民雄鄉,,120.4567,23.57055,Homalopsidae 水蛇科,Enhydris plumbea,鉛色水蛇
4360,2013-11-26,嘉義縣,大林鎮,,120.488717,23.57445,Muscicapidae 鶲科,Calliope calliope,野鴝
4359,2013-11-26,高雄市,桃源區,藤枝林道9k,120.75296,23.06787,Elapidae 蝙蝠蛇科,Bungarus multicincintus multicincintus,雨傘節
4358,2013-11-26,嘉義縣,大林鎮,,120.49245,23.5891,Elapidae 蝙蝠蛇科,Bungarus multicincintus multicincintus,雨傘節
4357,2013-11-25,花蓮縣,,中橫公路太魯閣段溪畔,,,Viperidae 蝮蛇科,Trimeresurus stejnegeri stejnegeri,赤尾青竹絲
4356,2013-11-25,,,上岐國小,,,Muridae 鼠科,Rattus tanezumi,亞洲家鼠
4355,2013-11-24,新北市,八里區,,121.397576,25.146018,Colubridae 黃頷蛇科,Xenochrophis piscator,草花蛇
4354,2013-11-24,高雄市,鳥松區,,120.38335,22.66091,Viperidae 蝮蛇科,Trimeresurus stejnegeri stejnegeri,赤尾青竹絲
4353,2013-11-24,台南市,六甲區,,120.337563,23.245626,Columbidae 鳩鴿科,Streptopelia tranquebarica,紅鳩
4352,2013-11-24,屏東縣,內埔鄉,,120.59115,22.657791,Columbidae 鳩鴿科,Streptopelia chinensis,珠頸斑鳩
4351,2013-11-24,台北市,士林區,,121.550775,25.100446,Viperidae 蝮蛇科,Protobothrops mucrosquamatus,龜殼花
4350,2013-11-24,,,,121.15896,22.8714,Muridae 鼠科,Niviventer coninga,刺鼠
4349,2013-11-24,,,,120.235004,23.019165,Scincidae 石龍子科,Eutropis multifasciata,多線真稜蜥
4348,2013-11-24,屏東縣,內埔鄉,,120.58595,22.649712,Colubridae 黃頷蛇科,Elaphe carinata,王錦蛇
4347,2013-11-24,,,,120.67746,23.97749,Bufonidae 蟾蜍科,Duttaphrynus melanosticus,黑眶蟾蜍
4346,2013-11-24,,,,120.67746,23.97749,Bufonidae 蟾蜍科,Duttaphrynus melanosticus,黑眶蟾蜍
4345,2013-11-24,,,,121.15296,22.89058,Colubridae 黃頷蛇科,Cyclophiops major,青蛇
4344,2013-11-24,台南市,六甲區,,120.336354,23.24357,Hirundinidae 燕科,Cecropis striolata,赤腰燕
4343,2013-11-24,,,,121.15923,22.86311,Colubridae 黃頷蛇科,Boiga kraepelini,大頭蛇
4342,2013-11-23,彰化縣,田尾鄉,中正路三段,120.497356,23.925556,Colubridae 黃頷蛇科,Xenochrophis piscator,草花蛇
4341,2013-11-23,,,岳明國小,,,Viperidae 蝮蛇科,Trimeresurus stejnegeri stejnegeri,赤尾青竹絲
4340,2013-11-23,,,,121.15161,22.86108,Viperidae 蝮蛇科,Trimeresurus stejnegeri stejnegeri,赤尾青竹絲
4339,2013-11-23,台南市,六甲區,,120.337434,23.244944,Columbidae 鳩鴿科,Streptopelia tranquebarica,紅鳩
4338,2013-11-23,台南市,六甲區,,120.33731,23.244863,Columbidae 鳩鴿科,Streptopelia tranquebarica,紅鳩
4337,2013-11-23,台南市,柳營區,,120.308908,23.266924,Columbidae 鳩鴿科,Streptopelia tranquebarica,紅鳩
4336,2013-11-23,台南市,柳營區,,120.303894,23.273356,Colubridae 黃頷蛇科,Ptyas korros,細紋南蛇
4335,2013-11-23,,,臺九線 258.5K,,,Muscicapidae 鶲科,Phoenicurus auroreus,黃尾鴝
4334,2013-11-23,,,臺九線259K,,,Vespertilionidae 蝙蝠科,Miniopterus schreibersii fuliginosus,東亞摺翅蝠
4333,2013-11-23,南投縣,名間鄉,,120.69082,22.80599,Scincidae 石龍子科,Eutropis longicaudata,長尾真稜蜥
4332,2013-11-23,台南市,六甲區,,120.333822,23.240808,Caprimulgidae 夜鷹科,Caprimulgus affinis,台灣夜鷹
4331,2013-11-22,南投縣,鹿谷鄉,,120.788602,23.796281,Viperidae 蝮蛇科,Protobothrops mucrosquamatus,龜殼花
4330,2013-11-22,新北市,新莊區,壽山路,121.403286,25.045365,Colubridae 黃頷蛇科,Cyclophiops major,青蛇
4329,2013-11-21,,,台八線砂卡噹隧道前,,,Viperidae 蝮蛇科,Protobothrops mucrosquamatus,龜殼花
4328,2013-11-21,嘉義縣,民雄鄉,,120.416851,23.565443,Muridae 鼠科,Mus caroli,田鼷鼠
4327,2013-11-21,台南市,六甲區,工研路,120.365521,23.222811,Colubridae 黃頷蛇科,Boiga kraepelini,大頭蛇
4326,2013-11-21,台南市,六甲區,工研路,120.364933,23.220031,Colubridae 黃頷蛇科,Boiga kraepelini,大頭蛇
4325,2013-11-21,台中市,太平區,頭汴坑國小,,,Colubridae 黃頷蛇科,Amphiesma stolatum,花浪蛇
4324,2013-11-21,台南市,六甲區,工研路,120.369546,23.23273,Colubridae 黃頷蛇科,Amphiesma stolatum,花浪蛇
4323,2013-11-20,台南市,六甲區,174縣道旁產業道路,120.42113,23.226292,Viperidae 蝮蛇科,Trimeresurus stejnegeri stejnegeri,赤尾青竹絲
4322,2013-11-20,台南市,六甲區,,120.336342,23.243962,Columbidae 鳩鴿科,Streptopelia tranquebarica,紅鳩
4321,2013-11-20,嘉義縣,民雄鄉,,120.410671,23.566347,Columbidae 鳩鴿科,Streptopelia tranquebarica,紅鳩
4320,2013-11-20,台南市,六甲區,,120.336715,23.243953,Columbidae 鳩鴿科,Streptopelia tranquebarica,紅鳩
4319,2013-11-20,台南市,六甲區,,120.333561,23.240229,Columbidae 鳩鴿科,Streptopelia tranquebarica,紅鳩
4318,2013-11-20,台南市,六甲區,,120.333461,23.240098,Columbidae 鳩鴿科,Streptopelia tranquebarica,紅鳩
4317,2013-11-20,台南市,六甲區,,120.333023,23.239451,Columbidae 鳩鴿科,Streptopelia tranquebarica,紅鳩
4316,2013-11-20,嘉義縣,民雄鄉,,120.416937,23.567763,Columbidae 鳩鴿科,Streptopelia chinensis,珠頸斑鳩
4315,2013-11-20,台南市,六甲區,,120.336707,23.243926,Pycnonotidae 鵯科,Pycnonotus sinensis,白頭翁
4314,2013-11-20,台南市,六甲區,,120.336557,23.243918,Pycnonotidae 鵯科,Pycnonotus sinensis,白頭翁
4313,2013-11-20,台南市,六甲區,174縣道旁產業道路,120.420647,23.226696,Colubridae 黃頷蛇科,Ptyas mucosus,南蛇
4312,2013-11-20,台南市,六甲區,174縣道36K,120.401378,23.230472,Colubridae 黃頷蛇科,Ptyas mucosus,南蛇
4311,2013-11-20,台南市,六甲區,174縣道旁產業道路,120.439786,23.234702,Ranidae 赤蛙科,Pseudoamolops sauteri,梭德氏赤蛙
4310,2013-11-20,台南市,六甲區,174縣道旁產業道路,120.421882,23.217344,Viperidae 蝮蛇科,Protobothrops mucrosquamatus,龜殼花
4309,2013-11-20,台南市,六甲區,174縣道旁產業道路,120.419478,23.222121,Viperidae 蝮蛇科,Protobothrops mucrosquamatus,龜殼花
4308,2013-11-20,嘉義縣,民雄鄉,,120.416937,23.567763,Passeridae 麻雀科,Passer montanus,麻雀
4307,2013-11-20,嘉義縣,民雄鄉,,120.416937,23.567763,Passeridae 麻雀科,Passer montanus,麻雀
4306,2013-11-20,嘉義縣,民雄鄉,,120.416937,23.567763,Passeridae 麻雀科,Passer montanus,麻雀
4305,2013-11-20,台南市,六甲區,174縣道旁產業道路,120.439507,23.224231,Colubridae 黃頷蛇科,Orthriophis taeniurus friesei,台灣黑眉錦蛇
4304,2013-11-20,台南市,六甲區,,120.334724,23.241959,Muridae 鼠科,Mus caroli,田鼷鼠
4303,2013-11-20,台南市,新營區,,120.303226,23.296996,Estrildidae 梅花雀科,Lonchura punctulata,斑文鳥
4302,2013-11-20,台南市,六甲區,,120.336664,23.243925,Hirundinidae 燕科,Hirundo rustica,家燕
4301,2013-11-20,嘉義縣,民雄鄉,,120.416937,23.567763,Bufonidae 蟾蜍科,Duttaphrynus melanosticus,黑眶蟾蜍
4300,2013-11-20,嘉義縣,民雄鄉,,120.410671,23.566347,Bufonidae 蟾蜍科,Duttaphrynus melanosticus,黑眶蟾蜍
4299,2013-11-20,台東縣,池上鄉,福文村,121.207639,23.133667,Viperidae 蝮蛇科,Daboia siamensis,鎖鍊蛇
4298,2013-11-20,台南市,六甲區,174縣道旁產業道路,120.421398,23.219222,Colubridae 黃頷蛇科,Cyclophiops major,青蛇
4297,2013-11-20,台中市,,益華街77號,,,Cettidae 樹鶯科,Cettia canturians,遠東樹鶯
4296,2013-11-20,台南市,六甲區,174縣道旁產業道路,120.42113,23.226262,Colubridae 黃頷蛇科,Amphiesma stolatum,花浪蛇
4295,2013-11-19,南投縣,集集鎮,鄉道『投27』15.4K,120.82119,23.82487,Colubridae 黃頷蛇科,Cyclophiops major,青蛇
4294,2013-11-19,南投縣,南投市,,120.700985,23.94337,Colubridae 黃頷蛇科,Amphiesma stolatum,花浪蛇
4293,2013-11-18,,,,120.639183,23.434734,Viperidae 蝮蛇科,Trimeresurus stejnegeri stejnegeri,赤尾青竹絲
4292,2013-11-18,台南市,柳營區,,120.355485,23.246941,Columbidae 鳩鴿科,Streptopelia tranquebarica,紅鳩
4291,2013-11-18,嘉義縣,番路鄉,,120.609627,23.443876,Elapidae 蝙蝠蛇科,Sinomicrurus macclellandi swinhoei,環紋赤蛇
4290,2013-11-18,桃園縣,平鎮市,,121.201383,24.900393,Colubridae 黃頷蛇科,Orthriophis taeniurus friesei,台灣黑眉錦蛇
4289,2013-11-18,台東縣,達仁鄉,,120.83932,22.25107,Mustelidae 貂科,Melogale moschata subaurantiaca,鼬獾
4288,2013-11-18,嘉義縣,番路鄉,,120.60246,23.463837,Colubridae 黃頷蛇科,Lycodon ruhstrati ruhstrati,白梅花蛇
4287,2013-11-18,嘉義縣,番路鄉,,120.603054,23.462065,Colubridae 黃頷蛇科,Elaphe carinata,王錦蛇
4286,2013-11-17,,,,120.46384,23.780181,Colubridae 黃頷蛇科,Xenochrophis piscator,草花蛇
4285,2013-11-17,,,北宜公路往坪林方向17.5K,,,Viverridae 靈貓科,Paguma larvata taivana,白鼻心
4284,2013-11-17,,,,120.631934,22.426324,Colubridae 黃頷蛇科,Orthriophis taeniurus friesei,台灣黑眉錦蛇
4283,2013-11-17,台南市,柳營區,,120.344254,23.263484,Rallidae 秧雞科,Gallinula chloropus,紅冠水雞
4282,2013-11-16,雲林縣,斗南鎮,158甲33.9K,120.520543,23.655368,Colubridae 黃頷蛇科,Xenochrophis piscator,草花蛇
4281,2013-11-16,,,,120.36215,23.537533,Colubridae 黃頷蛇科,Xenochrophis piscator,草花蛇
4280,2013-11-16,,,,120.356633,23.5427,Colubridae 黃頷蛇科,Xenochrophis piscator,草花蛇
4279,2013-11-16,雲林縣,元長鄉,,120.351367,23.596333,Colubridae 黃頷蛇科,Xenochrophis piscator,草花蛇
4278,2013-11-16,,,,120.2911,23.58385,Colubridae 黃頷蛇科,Xenochrophis piscator,草花蛇
4277,2013-11-16,台東縣,海端鄉,南橫約192.7k,121.086402,23.139896,Viperidae 蝮蛇科,Trimeresurus stejnegeri stejnegeri,赤尾青竹絲
4276,2013-11-16,嘉義縣,新港鄉,,120.356483,23.54285,Columbidae 鳩鴿科,Streptopelia tranquebarica,紅鳩
4275,2013-11-16,雲林縣,北港鎮,,120.332083,23.595133,Columbidae 鳩鴿科,Streptopelia tranquebarica,紅鳩
4274,2013-11-16,,,,120.332083,23.595133,Colubridae 黃頷蛇科,Sinonatrix percarinata suriki,白腹遊蛇
4273,2013-11-16,嘉義縣,番路鄉,台18線60K,,,Viperidae 蝮蛇科,Ovophis monticola makazayazaya,瑪家山龜殼花
4272,2013-11-16,台東縣,池上鄉,福文村,121.212806,23.134611,Elapidae 蝙蝠蛇科,Naja atra,眼鏡蛇
4271,2013-11-16,嘉義縣,番路鄉,台18線45K,,,Colubridae 黃頷蛇科,Lycodon ruhstrati ruhstrati,白梅花蛇
4270,2013-11-16,,,,120.332083,23.595133,Agamidae 飛蜥科,Japalura swinhonis,斯文豪氏攀蜥
4269,2013-11-16,,,,120.332083,23.595133,Agamidae 飛蜥科,Japalura swinhonis,斯文豪氏攀蜥
4268,2013-11-16,嘉義縣,番路鄉,台18線45K,,,Monarchidae 王鶲科,Hypothymis auzrea,黑枕藍鶲
4267,2013-11-16,,,,120.332083,23.595133,Colubridae 黃頷蛇科,Elaphe carinata,王錦蛇
4266,2013-11-16,,,,120.416717,23.565233,Bufonidae 蟾蜍科,Duttaphrynus melanosticus,黑眶蟾蜍
4265,2013-11-16,,,,120.332083,23.595133,Bufonidae 蟾蜍科,Duttaphrynus melanosticus,黑眶蟾蜍
4264,2013-11-16,嘉義縣,番路鄉,台18線60K,,,Colubridae 黃頷蛇科,Dinodon rufozonatum rufozonatum,紅斑蛇
4263,2013-11-16,嘉義縣,番路鄉,台18線60K,,,Colubridae 黃頷蛇科,Dinodon rufozonatum rufozonatum,紅斑蛇
4262,2013-11-16,屏東縣,,屏132 靠近力里,,,Colubridae 黃頷蛇科,Cyclophiops major,青蛇
4261,2013-11-16,屏東縣,,屏132 靠近力里,,,Colubridae 黃頷蛇科,Cyclophiops major,青蛇
4260,2013-11-16,台東縣,海端鄉,南橫約188.7k,121.061515,23.15583,Colubridae 黃頷蛇科,Cyclophiops major,青蛇
4259,2013-11-16,嘉義縣,番路鄉,台18線60K,,,Colubridae 黃頷蛇科,Cyclophiops major,青蛇
4258,2013-11-16,屏東縣,,屏132靠近力里,,,Elapidae 蝙蝠蛇科,Bungarus multicincintus multicincintus,雨傘節
4257,2013-11-16,嘉義縣,番路鄉,台18線49K,,,Elapidae 蝙蝠蛇科,Bungarus multicincintus multicincintus,雨傘節
4256,2013-11-16,雲林縣,,158乙9.4K,120.552195,23.640103,Elapidae 蝙蝠蛇科,Bungarus multicincintus multicincintus,雨傘節
4255,2013-11-16,台南市,官田區,縣立官田國中,,,Colubridae 黃頷蛇科,Amphiesma stolatum,花浪蛇
4254,2013-11-15,,,,120.331111,23.235552,Viperidae 蝮蛇科,Trimeresurus stejnegeri stejnegeri,赤尾青竹絲
4253,2013-11-15,台南市,,174縣道27km,,,Columbidae 鳩鴿科,Streptopelia tranquebarica,紅鳩
4252,2013-11-15,台南市,,174縣道27km,,,Columbidae 鳩鴿科,Streptopelia tranquebarica,紅鳩
4251,2013-11-15,台南市,,174縣道27km,,,Columbidae 鳩鴿科,Streptopelia tranquebarica,紅鳩
4250,2013-11-15,台南市,六甲區,,120.337241,23.244695,Columbidae 鳩鴿科,Streptopelia tranquebarica,紅鳩
4249,2013-11-15,,,,120.380951,23.234492,Colubridae 黃頷蛇科,Sibynophis chinensis,黑頭蛇
4248,2013-11-15,台南市,,104-1(175往仙宮廟路段),,,Viperidae 蝮蛇科,Protobothrops mucrosquamatus,龜殼花
4247,2013-11-15,台南市,,104-1(175往仙宮廟路段),,,Viperidae 蝮蛇科,Protobothrops mucrosquamatus,龜殼花
4246,2013-11-15,雲林縣,,斗六新厝,120.506185,23.673375,Colubridae 黃頷蛇科,Elaphe carinata,王錦蛇
4245,2013-11-15,,,,120.320566,23.253386,Colubridae 黃頷蛇科,Elaphe carinata,王錦蛇
4244,2013-11-15,桃園縣,龜山鄉,陳厝坑路,121.344739,25.05878,Colubridae 黃頷蛇科,Dinodon rufozonatum rufozonatum,紅斑蛇
4243,2013-11-15,,,,120.424979,23.24405,Sciuridae 松鼠科,Callosciurus erythraeus thaiwanensis,赤腹松鼠
4242,2013-11-15,屏東縣,恆春鎮,,120.780966,21.948994,Elapidae 蝙蝠蛇科,Bungarus multicincintus multicincintus,雨傘節
4241,2013-11-15,台南市,,174縣道跟高鐵交接處，約27km,120.330426,23.235729,Muridae 鼠科,Bandicota indica,鬼鼠
4240,2013-11-14,,,頭汴坑,,,Viperidae 蝮蛇科,Trimeresurus stejnegeri stejnegeri,赤尾青竹絲
4239,2013-11-14,台東縣,海端鄉,台20線南橫約199.675k,121.137167,23.131806,Viperidae 蝮蛇科,Trimeresurus stejnegeri stejnegeri,赤尾青竹絲
4238,2013-11-14,,,,120.554139,22.670889,Muridae 鼠科,Rattus norvegicus,溝鼠
4237,2013-11-14,台東縣,海端鄉,台20甲線約2.1k,121.182111,23.130917,Colubridae 黃頷蛇科,Ptyas korros,細紋南蛇
4236,2013-11-14,彰化縣,二水鄉,松柏嶺遊憩區,,,Colubridae 黃頷蛇科,Psammodynastes pulverulentus,茶斑蛇
4235,2013-11-14,屏東縣,恆春鎮,墾丁國家森林遊樂區,,,Viperidae 蝮蛇科,Protobothrops mucrosquamatus,龜殼花
4234,2013-11-14,台東縣,海端鄉,台20線南橫約190.147k,121.071306,23.151806,Strigidae 鴟鴞科,Otus spilocephalus,黃嘴角鴞
4233,2013-11-14,,,頭汴坑,,,Colubridae 黃頷蛇科,Oreocryptophis porphyraceus kawakami,紅竹蛇
4232,2013-11-14,台東縣,海端鄉,台20線南橫約164.23k,121.020806,23.21475,Muridae 鼠科,Niviventer coninga,刺鼠
4231,2013-11-14,台東縣,海端鄉,台20線南橫約162.34k,,,Muridae 鼠科,Niviventer coninga,刺鼠
